,md_earn_wne_p6,PREDDEG,HIGHDEG,CONTROL,NUMBRANCH,AVGFACSAL,TUITFTE,UGDS,UGDS_NRA,PPTUG_EF,UG25abv,PAR_ED_PCT_1STGEN,DEP_INC_AVG,IND_INC_AVG,COMP_ORIG_YR2_RT,WDRAW_ORIG_YR2_RT,ENRL_ORIG_YR2_RT,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,OVERALL_YR2_N,OVERALL_YR3_N,OVERALL_YR4_N,OVERALL_YR6_N,OVERALL_YR8_N,count_nwne_p6,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN
6659,32900,Predominantly associate's-degree granting,Associate degree,Public,1,9306,1712,14291,0.0664,0.6451,0.491,0.467559217,33825.44199,21262.26763,0.053481331988,0.173562058527,0.19576185671,0.086294416244,0.150592216582,0.021996615905,991,776,591,475,503,123,7000.0,10500.0,6687.5
6660,19400,Predominantly associate's-degree granting,Associate degree,Public,1,9409,367,17730,0.0007,0.6435,0.3526,0.550474151,24449.60453,10755.85074,0.038605636097,0.098713145463,0.22267470272,0.084635416667,0.095052083333,0.053385416667,6139,5826,4608,4430,4250,1605,3500.0,4500.0,3500.0
6661,30900,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6414,13400,2481,0.0492,0.1052,0.469,0.473838918,68001.90029,37616.39268,0.218715995647,0.228509249184,0.384113166485,0.450704225352,0.267605633803,0.050078247261,919,752,639,585,490,83,17993.5,19500.0,15938.0
6662,23900,Predominantly associate's-degree granting,Associate degree,Public,1,10979,719,17334,0.0134,0.7436,0.241,0.548183918,30768.62119,11846.89295,0.027760641579,0.088217149907,0.228871067242,0.016152716593,0.074889867841,0.03622124327,3242,2603,2043,1724,1617,454,5000.0,6000.0,5000.0
6663,20300,Predominantly associate's-degree granting,Associate degree,Public,1,9205,415,6720,0.0004,0.701,0.5429,0.61735037,32504.38003,12898.27579,0.093607305936,0.111872146119,0.268264840183,0.098591549296,0.114436619718,0.095070422535,876,712,568,397,438,126,5772.0,8590.5,5519.0
6664,64600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,4,10995,20613,466,0.0386,0.7876,0.882,0.400684932,53407.7085,52811.91266,0.25625,0.1875,0.45625,0.44,0.26,0.133333333333,160,157,150,197,160,24,17683.0,20000.0,16750.0
6665,24200,Predominantly associate's-degree granting,Associate degree,Public,1,7982,273,17812,0.0336,0.6369,0.3423,0.576748411,26359.21713,12114.77397,0.041195771054,0.094057601167,0.262850893183,0.09717097171,0.091635916359,0.039360393604,2743,1840,1626,1316,1402,404,3500.0,4500.0,3500.0
6666,26900,Predominantly associate's-degree granting,Associate degree,Private for-profit,3,4507,12866,1507,0.0,0.6072,0.5189,0.53691514,40245.81318,17508.90836,0.066016073479,0.574626865672,0.131171067738,0.323226544622,0.350114416476,0.012013729977,3484,2420,1748,825,1220,246,12975.5,21750.0,12000.0
6667,24400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,7799,4858,7371,0.0088,0.0772,0.1785,0.353634013,67755.16374,11931.78656,0.102189781022,0.154407636159,0.480067377878,0.348314606742,0.209934949734,0.114725014784,1781,1731,1691,1555,1645,308,14706.0,19125.0,11000.0
6668,25700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,2,5231,7829,923,0.0,0.3987,0.584,0.581939799,38514.75888,20054.09132,0.129287598945,0.306068601583,0.303430079156,0.222222222222,0.358974358974,0.128205128205,379,252,234,239,283,74,19000.0,35478.0,15834.0
6669,19500,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,1,5652,12664,682,0.0,0.0,0.8402,0.605664488,21923.52982,16824.76237,0.197925669836,0.438202247191,0.031114952463,0.201298701299,0.324675324675,0.0,1157,433,154,114,89,42,9500.0,20000.0,7558.0
6670,24300,Predominantly certificate-degree granting,Associate degree,Public,1,9419,1097,11515,0.036,0.6543,0.3402,0.417846154,30779.96521,16332.17701,0.127567567568,0.08,0.224864864865,0.105363984674,0.086206896552,0.026819923372,925,701,522,457,550,161,8401.5,8000.0,8500.0
6671,30300,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,128,5416,17521,1656,0.0,0.2077,0.6703,0.539845648,43496.22276,20354.73746,0.304172086973,0.289072663074,0.125998884966,0.343498817967,0.344208037825,0.021040189125,21524,6561,4230,3457,2772,725,8167.0,12500.0,6334.0
6672,30300,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,128,5407,20520,650,0.0015,0.2046,0.5738,0.539845648,43496.22276,20354.73746,0.304172086973,0.289072663074,0.125998884966,0.343498817967,0.344208037825,0.021040189125,21524,6561,4230,3457,2772,725,8167.0,12500.0,6334.0
6673,30300,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,128,5665,19102,1002,0.0,0.1766,0.5968,0.539845648,43496.22276,20354.73746,0.304172086973,0.289072663074,0.125998884966,0.343498817967,0.344208037825,0.021040189125,21524,6561,4230,3457,2772,725,8167.0,12500.0,6334.0
6674,19000,Predominantly associate's-degree granting,Associate degree,Public,1,9163,435,12140,0.0001,0.6194,0.2611,0.562127355,28926.59867,14861.82698,0.066447368421,0.071052631579,0.188815789474,0.100044072279,0.070956368444,0.042750110181,3040,2695,2269,2098,2038,710,3500.0,4500.0,3500.0
6675,23100,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,6879,9934,460,0.0,0.1783,0.25,0.404669261,61762.3143,26691.57053,0.0859375,0.2578125,0.40625,0.336363636364,0.218181818182,0.1,128,121,110,141,140,27,14375.0,25000.0,9500.0
6676,33800,Predominantly bachelor's-degree granting,Bachelor's degree,Private for-profit,28,5584,13621,2101,0.0248,0.2299,0.3855,0.528287496,43993.54458,17370.7964,0.052600680991,0.475989198074,0.169778090877,0.18609143593,0.368963296845,0.060528010303,8517,5286,3106,1327,957,166,9397.0,23312.0,8926.0
6677,32600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6850,24419,1841,0.1608,0.0777,0.1102,0.34375,74097.55191,17523.05131,0.084967320261,0.185185185185,0.296296296296,0.331742243437,0.124105011933,0.052505966587,459,403,419,469,472,54,12667.0,24500.0,12000.0
6678,24600,Predominantly associate's-degree granting,Associate degree,Public,1,7349,680,9488,0.0059,0.6641,0.3585,0.5582038,27448.53933,12330.39352,0.053479010926,0.060379528465,0.307648073606,0.117125110914,0.049689440994,0.094942324756,1739,1350,1127,974,1086,296,3687.5,6750.0,3500.0
6679,23600,Predominantly associate's-degree granting,Associate degree,Public,1,7134,689,18243,0.0088,0.6826,0.332,0.532121006,26602.21417,11009.47207,0.064405724953,0.082451773491,0.323895457374,0.080931263858,0.076496674058,0.097006651885,3214,2463,1804,1441,1364,445,9000.0,10228.0,9000.0
6680,21800,Predominantly certificate-degree granting,Associate degree,Public,1,7976,298,13555,0.0061,0.6825,0.553,0.602612956,21333.43149,8897.160892,0.051651931131,0.082363890181,0.328059562587,0.071377072819,0.064888248017,0.131939437635,2149,1768,1387,1257,1444,511,4000.0,4500.0,3750.0
6681,21900,Predominantly associate's-degree granting,Associate degree,Public,1,7800,552,16306,0.0054,0.7008,0.4199,0.560877863,25205.8335,11813.43446,0.05173564753,0.071428571429,0.345126835781,0.099221789883,0.071335927367,0.100518806744,2996,2080,1542,1491,1446,519,5500.0,9500.0,5475.0
6682,18700,Predominantly associate's-degree granting,Associate degree,Public,1,7633,619,18095,0.0254,0.6813,0.5104,0.532164993,21417.75881,8653.952641,0.029512697323,0.111873713109,0.329100892244,0.070400822199,0.097636176773,0.121788283659,2914,2164,1946,1974,1886,1012,5500.0,7500.0,5368.0
6683,33800,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,28,5746,16322,1604,0.0405,0.4127,0.2974,0.528287496,43993.54458,17370.7964,0.052600680991,0.475989198074,0.169778090877,0.18609143593,0.368963296845,0.060528010303,8517,5286,3106,1327,957,166,9397.0,23312.0,8926.0
6684,41300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,10291,25713,5951,0.0386,0.0245,0.0262,0.188452656,128797.7055,9512.776914,0.23642732049,0.040280210158,0.516637478109,0.732290708372,0.085556577737,0.021159153634,1142,1123,1087,1149,1082,113,18250.0,19500.0,14125.0
6685,23200,Predominantly certificate-degree granting,Associate degree,Private for-profit,2,4547,9659,938,0.0021,0.0,0.4355,0.586247086,44648.93992,20122.56703,0.787199124726,0.107221006565,0.0147702407,0.787096774194,0.116129032258,0.0,1828,1615,1395,1191,671,424,9023.5,9187.0,5158.0
6686,25100,Predominantly associate's-degree granting,Associate degree,Public,1,10269,1110,5863,0.0109,0.7745,0.5794,0.426170468,28375.0812,10568.9055,0.043710021322,0.181236673774,0.311300639659,0.089015151515,0.162878787879,0.090909090909,938,668,528,519,549,211,9500.0,12000.0,9500.0
6687,20300,Predominantly associate's-degree granting,Associate degree,Public,1,9031,390,3253,0.0003,0.6308,0.4846,0.556990882,26733.02579,11845.35084,0.076804915515,0.10752688172,0.219662058372,0.14192139738,0.082969432314,0.076419213974,651,552,458,443,411,216,6500.0,8250.0,6125.0
6688,23100,Predominantly certificate-degree granting,Associate degree,Public,1,12003,332,13413,0.0106,0.5655,0.3783,0.505257624,28285.1388,18931.72314,0.07700770077,0.093509350935,0.185918591859,0.141666666667,0.101666666667,0.026666666667,909,756,600,625,555,205,3500.0,4500.0,3500.0
6689,25300,Predominantly associate's-degree granting,Associate degree,Public,1,8586,651,14338,0.005,0.5914,0.2506,0.462996067,32408.5809,15420.69673,0.115215479332,0.082673702726,0.298153034301,0.153731343284,0.080597014925,0.067164179104,1137,799,670,558,513,116,7500.0,13000.0,6500.0
6690,23700,Predominantly associate's-degree granting,Associate degree,Public,1,9498,716,26091,0.0153,0.5886,0.2946,0.567918734,27807.33624,12345.79275,0.053012561209,0.058548009368,0.364062167341,0.112722000725,0.050743022834,0.116346502356,4697,3614,2759,2179,2063,554,4452.0,5118.5,3922.0
6691,48400,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,2,7562,21433,2267,0.0049,0.2206,0.2527,0.452119309,60798.35514,40273.12325,0.273351648352,0.09478021978,0.34478021978,0.581239530988,0.117252931323,0.043551088777,728,614,597,649,569,67,20000.0,23331.0,12500.0
6692,28800,Predominantly associate's-degree granting,Associate degree,Public,1,8416,523,6133,0.0018,0.5987,0.3859,0.560329606,31802.46239,14947.80357,0.023114355231,0.086374695864,0.321167883212,0.068833652008,0.130019120459,0.08413001912,822,621,523,413,462,119,9119.5,14750.0,8596.0
6693,28100,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,1,5426,3393,483,0.0,0.3747,0.4369,0.659638554,43811.88956,33368.92123,0.090909090909,0.166666666667,0.348484848485,0.094339622642,0.245283018868,0.14465408805,198,145,159,132,102,25,7887.0,8006.5,7500.0
6694,48000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,9709,7882,7879,0.0115,0.5475,0.7167,0.446625344,64413.45929,40677.68296,0.169009135629,0.193605059733,0.442375263528,0.431180968564,0.274851316907,0.124893797791,2846,2270,2354,2213,2698,312,15925.0,25600.0,12269.5
6695,41500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7038,18112,1146,0.0297,0.3499,0.3636,0.378486056,76019.33486,41776.36899,0.146214099217,0.208877284595,0.34725848564,0.349593495935,0.276422764228,0.065040650407,383,355,246,237,287,35,18750.0,24500.0,16312.5
6696,23900,Predominantly associate's-degree granting,Associate degree,Public,1,10100,856,21488,0.0293,0.579,0.2936,0.508111921,28358.9991,12353.78026,0.053228962818,0.07397260274,0.314285714286,0.042354235424,0.086908690869,0.051155115512,2555,2337,1818,1804,1633,468,4562.5,8500.0,4500.0
6697,30100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5112,8787,856,0.0175,0.2138,0.4107,0.463247863,75843.50861,35040.92402,0.055793991416,0.270386266094,0.369098712446,0.231404958678,0.256198347107,0.099173553719,233,245,242,247,322,40,16272.5,25472.0,13232.0
6698,35100,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,4811,17961,1487,0.0471,0.0868,0.14,0.257540603,85810.22662,29597.60401,0.084745762712,0.188559322034,0.349576271186,0.314356435644,0.215346534653,0.037128712871,472,379,404,450,415,52,18750.0,30000.0,13937.5
6699,52300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,9296,27623,3872,0.0395,0.0201,0.0646,0.347457627,81550.01631,21071.31231,0.350858369099,0.097639484979,0.355150214592,0.653017241379,0.131465517241,0.025862068966,932,866,928,999,971,104,17500.0,18500.0,17125.0
6700,23500,Predominantly associate's-degree granting,Associate degree,Public,1,9735,777,23285,0.0085,0.6269,0.3521,0.56766298,30668.86143,15440.05999,0.069182389937,0.088499550764,0.219676549865,0.073981712386,0.113881961762,0.037406483791,2226,1622,1203,1001,749,297,3500.0,4500.0,3500.0
6701,22600,Predominantly certificate-degree granting,Associate degree,Public,1,8796,1051,24218,0.0414,0.6278,0.2873,0.579219939,26249.32022,10858.64341,0.049937888199,0.069813664596,0.303850931677,0.073794686783,0.03509347327,0.047228599541,4025,3727,3049,2721,2649,820,5050.0,9000.0,5000.0
6702,48700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,10304,23826,3461,0.0711,0.1202,0.0967,0.231182796,98641.74079,39422.54907,0.150141643059,0.07507082153,0.616147308782,0.743859649123,0.070175438596,0.057894736842,706,661,570,715,712,91,23000.0,24887.0,17742.0
6703,38300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8577,16836,2365,0.0047,0.0249,0.0311,0.249152542,104124.206,23752.26649,0.1592039801,0.07960199005,0.495854063018,0.603915662651,0.137048192771,0.015060240964,603,602,664,705,649,57,18593.5,23000.0,13062.5
6704,26300,Predominantly bachelor's-degree granting,Bachelor's degree,Private for-profit,3,4492,14581,735,0.0,0.1701,0.4735,0.592156863,34317.71365,16543.63703,0.055944055944,0.404195804196,0.251748251748,0.260355029586,0.409467455621,0.022485207101,1430,1245,845,468,188,94,23697.0,44404.5,15155.0
6705,24900,Predominantly associate's-degree granting,Associate degree,Public,1,9616,533,28221,0.0085,0.838,0.5928,0.673969551,28494.63331,16054.96628,0.095459236326,0.077915376677,0.262641898865,0.126582278481,0.075949367089,0.065524944155,1938,1651,1343,1275,1263,365,5750.0,7750.0,5450.5
6706,41000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8261,16723,3184,0.0047,0.2396,0.2259,0.34772979,100447.3353,49681.69149,0.134463276836,0.133333333333,0.542372881356,0.484412470024,0.28896882494,0.043165467626,885,813,834,817,842,87,21000.0,23500.0,15500.0
6707,19500,Predominantly associate's-degree granting,Associate degree,Public,1,9253,706,4640,0.0002,0.5976,0.4945,0.530458861,29135.96251,11037.08033,0.079646017699,0.136283185841,0.195280235988,0.098454027665,0.150528885273,0.054515866558,1695,1468,1229,1173,1170,573,6524.5,9000.0,6000.0
6708,24000,Predominantly associate's-degree granting,Associate degree,Public,1,9248,441,16216,0.0022,0.7022,0.3752,0.698609259,28975.32042,14216.36438,0.020656959025,0.06806637318,0.23230612936,0.043583535109,0.055084745763,0.051452784504,2953,2284,1652,1733,1735,450,4750.0,6812.5,4750.0
6709,23000,Predominantly associate's-degree granting,Associate degree,Public,1,9830,1121,16357,0.0144,0.7344,0.2987,0.569227006,29262.48584,13748.26636,0.060196905767,0.069479606188,0.128832630098,0.102131646756,0.068400093699,0.032091824783,7110,6045,4269,3724,3191,1109,4500.0,8000.0,4000.0
6710,33800,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,28,6104,12835,124,0.0081,0.5242,0.7097,0.528287496,43993.54458,17370.7964,0.052600680991,0.475989198074,0.169778090877,0.18609143593,0.368963296845,0.060528010303,8517,5286,3106,1327,957,166,9397.0,23312.0,8926.0
6711,22700,Predominantly associate's-degree granting,Associate degree,Public,1,8252,447,22390,0.0051,0.735,0.4021,0.525183222,24619.33614,10723.91831,0.028704164593,0.116475858636,0.190642110503,0.058114035088,0.096125730994,0.074195906433,6027,3563,2736,2442,2121,854,7558.5,10750.0,7240.0
6712,24700,Predominantly certificate-degree granting,Associate degree,Public,1,9722,1096,20933,0.0113,0.6805,0.3776,0.418107513,31989.38087,16753.8441,0.117318435754,0.108938547486,0.268156424581,0.121351766513,0.119815668203,0.05222734255,1432,890,651,563,638,185,5250.0,9000.0,4500.0
6713,21100,Predominantly associate's-degree granting,Associate degree,Public,1,7309,363,14992,0.0027,0.7481,0.4671,0.57463698,24610.92969,11251.39216,0.018253726803,0.193185275327,0.21265591725,0.045348293595,0.152407667134,0.081346423562,3287,2567,2139,1774,2003,665,5130.0,8000.0,4970.0
6714,20400,Predominantly associate's-degree granting,Associate degree,Private for-profit,23,5238,11940,289,0.0588,0.1073,0.6055,0.54233026,33762.63272,16094.43171,0.266882027707,0.401068522085,0.088463688886,0.335428206221,0.314124414146,0.01714955262,16097,14552,9388,3828,4571,1115,12268.0,19339.0,8097.0
6715,27500,Predominantly associate's-degree granting,Associate degree,Public,1,7856,221,22802,0.0135,0.7266,0.3817,0.509480122,28118.51857,15443.818,0.035728623043,0.159373745484,0.203131272581,0.064797507788,0.109034267913,0.040498442368,2491,1938,1605,1573,1675,423,3500.0,4500.0,3500.0
6716,27400,Predominantly associate's-degree granting,Associate degree,Public,1,7235,233,11414,0.0027,0.8175,0.5137,0.472664658,29391.02354,17079.28224,0.028869286287,0.162790697674,0.218123496391,0.049518569464,0.107290233838,0.055020632737,1247,979,727,719,585,208,4500.0,7000.0,4500.0
6717,35800,Predominantly bachelor's-degree granting,Graduate degree,Public,2,8951,5665,25529,0.0314,0.1299,0.1634,0.404772475,68464.57928,20582.78242,0.149411764706,0.084705882353,0.551176470588,0.521278385198,0.097056349874,0.093019343987,5100,5285,5945,5524,4669,716,14249.0,15350.0,11908.0
6718,42800,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,10491,25476,5409,0.0488,0.0298,0.0464,0.216539717,113383.1988,20842.93689,0.249261083744,0.051231527094,0.469950738916,0.755124056095,0.059331175836,0.019417475728,1015,1027,927,955,997,88,15000.0,18000.0,8959.5
6719,34400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8795,5983,24766,0.0598,0.1499,0.2138,0.41751256,63985.04056,17297.636,0.110757121439,0.159107946027,0.508058470765,0.367873574715,0.189837967594,0.125025005001,5336,5260,4999,4943,4691,761,15000.0,16878.0,13157.0
6720,48100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,11147,23666,5977,0.123,0.0296,0.1138,0.271015159,97181.04575,38500.56749,0.063919259882,0.107653490328,0.627417998318,0.525641025641,0.212820512821,0.041025641026,1189,1189,1170,1043,1045,134,20625.0,22500.0,19000.0
6721,20800,Predominantly associate's-degree granting,Associate degree,Public,2,9570,352,17430,0.0035,0.5805,0.3489,0.578105339,27540.99266,12162.49631,0.055585536967,0.104425256341,0.292228818133,0.088484059857,0.133376707872,0.085881587508,3706,3725,3074,2573,2345,993,8356.0,10000.0,8117.5
6722,27400,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,5459,11879,859,0.0035,0.1851,0.2681,0.35530086,80209.6289,41640.62543,0.161290322581,0.135483870968,0.422580645161,0.56043956044,0.10989010989,0.076923076923,310,170,182,173,160,30,15000.0,18250.0,10250.0
6723,39100,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8766,6564,24608,0.0375,0.1905,0.2104,0.42855374,63068.18472,19934.19898,0.095986984816,0.11090021692,0.623644251627,0.267570050528,0.217041800643,0.169269637115,3688,4671,4354,3638,2975,421,12922.0,15100.0,11000.0
6724,28900,Predominantly associate's-degree granting,Associate degree,Public,1,9120,873,8900,0.0124,0.717,0.4391,0.51171875,32066.07311,14751.37713,0.060327198364,0.050102249489,0.229038854806,0.083333333333,0.037037037037,0.064814814815,978,715,540,505,463,160,4500.0,7000.0,4500.0
6725,22100,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,3,4770,12912,3246,0.0,0.3524,0.6818,0.550859747,33448.712,17302.09162,0.042855298825,0.448947979863,0.153995094875,0.255102040816,0.374149659864,0.031746031746,7747,6623,1764,1710,1317,477,15642.0,31614.0,10454.0
6726,27100,Predominantly associate's-degree granting,Associate degree,Public,1,8728,1021,16281,0.0743,0.5271,0.3399,0.471511979,46063.40309,16512.1776,0.06876899696,0.187689969605,0.245440729483,0.080985915493,0.172535211268,0.071009389671,2632,2129,1704,1176,1146,285,6500.0,11250.0,5934.5
6727,22900,Predominantly certificate-degree granting,Associate degree,Public,1,10148,1816,27533,0.109,0.5948,0.2881,0.498716594,27191.0097,10646.79714,0.060978608311,0.062208015736,0.292598967298,0.081878152891,0.064415987582,0.052774544043,4067,3281,2577,2420,1501,713,4500.0,7400.0,4500.0
6728,26200,Predominantly certificate-degree granting,Associate degree,Public,1,8731,867,21615,0.002,0.6442,0.4154,0.474829244,32085.35942,12834.06557,0.076824583867,0.084933845497,0.31455399061,0.154646840149,0.123420074349,0.078810408922,2343,1621,1345,1097,1085,397,7793.5,10221.0,7428.5
6729,20900,Predominantly associate's-degree granting,Associate degree,Public,1,9247,423,10437,0.0015,0.5,0.3199,0.588833688,27327.66661,13516.58761,0.05885959534,0.043838136113,0.256284488044,0.0875,0.044444444444,0.07962962963,3262,2675,2160,1732,1686,543,3589.5,4581.0,3265.0
6730,19800,Predominantly associate's-degree granting,Associate degree,Public,1,7563,697,2073,0.0014,0.5104,0.4936,0.519925857,36506.23036,11860.37921,0.065934065934,0.214285714286,0.173076923077,0.087548638132,0.221789883268,0.04280155642,728,628,514,454,407,187,9170.0,11000.0,9024.0
6731,29400,Predominantly associate's-degree granting,Associate degree,Public,1,8993,583,8792,0.0076,0.7097,0.3978,0.526289434,30307.46793,15424.96339,0.058234758872,0.060964513194,0.34940855323,0.112737920937,0.042459736457,0.106881405564,1099,849,683,582,627,164,5753.5,5599.0,5757.0
6732,41400,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,9164,20973,2986,0.0198,0.0727,0.0814,0.281962681,103003.4887,36830.21373,0.075221238938,0.134218289086,0.553097345133,0.450980392157,0.236928104575,0.016339869281,678,692,612,659,671,65,19875.0,24000.0,16500.0
6733,23400,Predominantly associate's-degree granting,Associate degree,Public,1,8086,574,9702,0.0013,0.6248,0.3945,0.476997579,28378.11538,13586.99837,0.031306441902,0.139674894642,0.243226971704,0.048417132216,0.159217877095,0.068901303538,1661,1386,1074,894,960,321,6500.0,9000.0,5767.5
6734,34700,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8132,5616,7722,0.0114,0.0903,0.1273,0.372754998,84528.27368,23298.60517,0.118791946309,0.112080536913,0.487248322148,0.501867995019,0.142590286426,0.061643835616,1490,1492,1606,1314,1405,193,15000.0,18000.0,11748.5
6735,28500,Predominantly certificate-degree granting,Associate degree,Private for-profit,1,4412,7752,392,0.0,0.3776,0.699,0.539249147,52438.12819,27963.27458,0.317204301075,0.209677419355,0.284946236559,0.268292682927,0.333333333333,0.162601626016,186,155,123,109,181,38,11387.0,9500.5,12120.0
6736,32300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6739,14507,1897,0.0132,0.2325,0.2774,0.378648874,78989.00005,41339.71631,0.08014571949,0.194899817851,0.484517304189,0.451905626134,0.225045372051,0.045372050817,549,557,551,598,530,72,18750.0,25000.0,12500.0
6737,22200,Predominantly associate's-degree granting,Associate degree,Public,1,8968,551,18484,0.0021,0.6068,0.3477,0.568363979,25938.24897,16104.70666,0.027136046938,0.069306930693,0.312064539787,0.075650118203,0.060520094563,0.054373522459,2727,2462,2115,1931,1852,583,3700.0,4500.0,3500.0
6738,55000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,11981,26552,17090,0.1174,0.0277,0.0441,0.216730038,96183.32895,17156.51987,0.239950779327,0.0504511895,0.570549630845,0.844402985075,0.061194029851,0.017164179104,2438,2518,2680,2920,3500,349,21092.0,21500.0,17125.0
6739,25600,Predominantly certificate-degree granting,Associate degree,Private for-profit,1,5589,12893,930,0.0,0.0,0.4581,0.545691906,44418.25126,20558.30122,0.765033407572,0.090200445434,0.037861915367,0.731064763996,0.113062568606,0.0,898,933,911,793,842,265,9500.0,9500.0,5584.5
6740,31700,Predominantly certificate-degree granting,Associate degree,Private for-profit,1,5650,13654,806,0.0,0.0,0.4975,0.523148148,44536.24304,19521.33776,0.773351648352,0.071428571429,0.043956043956,0.842205323194,0.055133079848,0.0,728,674,526,431,740,131,9498.0,9500.0,5692.0
6741,25500,Predominantly associate's-degree granting,Associate degree,Public,1,8657,453,12352,0.0041,0.6205,0.3346,0.544282972,31764.12549,13563.2814,0.077413032827,0.083782459579,0.30622243998,0.099662162162,0.102195945946,0.066722972973,2041,1444,1184,1008,830,285,8000.0,10500.0,7500.0
6742,19400,Predominantly associate's-degree granting,Associate degree,Public,1,9719,345,10392,0.0005,0.6075,0.3905,0.588551315,25834.10696,11729.31336,0.028603165787,0.141349625104,0.22632602055,0.070652173913,0.127717391304,0.066123188406,3601,3033,2208,1956,1823,882,8000.0,12250.0,7750.0
6743,48300,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,1,6608,7006,8559,0.083,0.9001,0.8756,0.506449165,56691.28512,34553.45222,0.087695342133,0.339553937187,0.212107419208,0.254413291796,0.373831775701,0.125649013499,6591,2520,963,427,248,90,9500.0,29168.0,9500.0
6744,21400,Predominantly associate's-degree granting,Associate degree,Public,1,8734,488,2524,0.0265,0.5887,0.3214,0.616184971,30865.70228,13358.70081,0.098613251156,0.08782742681,0.183359013867,0.106060606061,0.160173160173,0.060606060606,649,552,462,982,925,359,5250.0,7000.0,4750.0
6745,23700,Predominantly associate's-degree granting,Associate degree,Public,1,7047,585,9972,0.0137,0.702,0.4954,0.517013545,23118.38889,12391.45714,0.032904884319,0.137275064267,0.254498714653,0.063559322034,0.142372881356,0.083050847458,1945,1467,1180,747,858,202,7500.0,10200.0,7393.0
6746,30500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8239,18369,1329,0.0075,0.0015,0.0082,0.184115524,113377.7599,11057.63033,0.135658914729,0.073643410853,0.453488372093,0.592592592593,0.144781144781,0.0,258,273,297,257,277,33,18500.0,21000.0,12000.0
6747,31700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8628,18638,1261,0.1261,0.1388,0.2723,0.413087935,61821.02839,21436.71077,0.05047318612,0.141955835962,0.542586750789,0.279411764706,0.308823529412,0.114705882353,317,310,340,325,346,48,25750.0,29000.0,23250.0
6748,19700,Predominantly associate's-degree granting,Associate degree,Public,1,8817,314,6489,0.0006,0.5801,0.4325,0.563730236,26594.8878,13964.92475,0.017840805124,0.089661482159,0.193504117109,0.065497679216,0.073749355338,0.06034038164,2186,2082,1939,1545,1542,620,6750.0,9129.0,6250.0
6749,24300,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5503,8812,2441,0.0,0.179,0.2616,0.455968689,61439.14949,23115.14458,0.017857142857,0.295168067227,0.28781512605,0.082677165354,0.372703412073,0.090551181102,952,818,762,728,569,129,10170.0,18000.0,9847.0
6750,26900,Predominantly certificate-degree granting,Associate degree,Public,1,4828,3619,4238,0.0021,0.5191,0.4047,0.57487401,48594.44669,22383.94649,0.169098143236,0.312334217507,0.157824933687,0.230686695279,0.304721030043,0.027896995708,1508,1193,932,868,1028,207,5500.0,9250.0,5250.0
6751,30400,Predominantly certificate-degree granting,Associate degree,Public,1,5479,4145,8376,0.0068,0.7287,0.5209,0.445987067,64857.41314,30297.24904,0.104471544715,0.355284552846,0.163414634146,0.194756554307,0.295131086142,0.030711610487,2460,1802,1335,1253,1303,246,4950.5,9250.0,4750.0
